id,overall_quality_of_services_3_01,overall_quality_of_services_3_02,overall_appearance_of_durham_3_03,overall_management_of_develo_3_04,overall_image_of_durham_3_05,overall_quality_of_life_in_d_3_06,overall_quality_of_life_in_y_3_07,overall_value_you_receive_fo_3_08,do_your_monthly_housing_cost_12_01,are_you_able_to_find_housing_12_02,do_you_have_major_home_repai_12_03,ease_of_travel_by_walking_18_01,ease_of_travel_by_biking_18_02,ease_of_travel_by_bus_godu_18_03,quality_of_downtown_parking_18_04,the_ability_in_your_neighbo_18_05,as_a_place_to_live_24_01,as_a_place_to_work_24_02,as_a_place_to_play_24_03,as_a_place_to_raise_childre_24_04,as_a_place_to_educate_child_24_05,as_a_place_to_retire_24_06,as_a_place_to_visit_24_07,as_a_place_to_start_a_busin_24_08,as_a_community_that_is_movi_24_09,have_you_or_someone_in_your_househol_26,approximately_how_many_years_have_yo_28,what_is_your_age_29,what_is_your_gender_30,do_you_own_or_rent_your_current_resi_31,asianpacific_islander_32_01,white_32_02,native_americaninuit_32_03,blackafrican_american_32_04,other_32_05,please_define_other_32_5,are_you_of_hispanic_latino_or_spa_33,primary_language,please_define_other_34_3,how_might_we_better_provide_service_34a,would_you_say_your_total_annual_hous_35,city,state,zip,pac_zone,inside_city_of_durham,block_lon,block_lat
424,3,3,4,2,4,4,4,3,2,1,2,2,3,NA,4,3,5,5,4,4,3,4,3,4,4,2,41,NA,1,1,NA,2,NA,NA,NA,NA,1,English,NA,NA,2,Durham,NC,27705,2,Y,-78965000,36041000
425,3,1,2,4,1,3,4,1,1,1,2,2,2,3,2,4,3,3,3,3,2,1,1,3,2,2,35,4,1,2,NA,2,NA,NA,NA,NA,1,Spanish,NA,NA,2,Rougemont,NC,27572,NA,N,-78906000,36208000
426,4,4,4,4,4,4,5,4,2,1,2,4,NA,NA,4,5,4,4,4,4,3,1,4,3,3,2,13,2,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27703,1,Y,NA,NA
427,4,4,4,2,4,4,4,2,2,1,2,4,2,NA,4,3,4,4,3,4,3,4,4,3,3,2,7,3,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27703,1,Y,-78801000,35963000
428,2,2,3,3,2,3,3,1,1,1,1,2,NA,NA,2,2,4,4,2,2,1,3,3,NA,3,2,15,2,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27704,2,Y,-78918000,36059000
429,4,4,4,4,5,5,5,4,2,1,1,4,NA,NA,2,5,5,NA,5,4,4,5,5,NA,4,2,42,4,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,1,Durham,NC,27701,2,Y,-78890000,36009000
430,4,4,3,2,3,4,3,2,1,1,1,2,NA,NA,1,4,5,5,4,NA,NA,3,4,4,5,1,5,2,2,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,1,Durham,NC,27701,4,Y,-78897000,35978000
431,3,3,2,2,3,3,4,3,2,NA,NA,NA,NA,NA,2,4,4,NA,NA,NA,NA,4,NA,NA,4,2,6,NA,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27703,1,Y,-78784000,35934000
432,4,4,4,5,4,4,4,4,NA,1,NA,4,4,4,5,4,4,4,4,4,4,4,4,4,4,1,19,1,1,1,NA,NA,NA,NA,5,Hispanic,1,Spanish,NA,NA,1,Durham,NC,27703,NA,N,-78826000,35973000
433,2,2,2,4,1,2,1,3,NA,NA,NA,2,NA,NA,4,1,2,NA,2,2,2,2,2,NA,1,2,60,5,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27703,1,Y,NA,NA
434,4,4,4,4,4,4,4,3,2,1,1,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,2,25,3,1,1,NA,2,NA,NA,NA,NA,1,English,NA,NA,2,Durham,NC,27701,2,Y,-78903000,36018000
435,4,4,4,4,3,3,4,4,2,1,2,4,NA,NA,4,4,4,4,4,4,NA,4,4,NA,3,2,10,NA,1,1,NA,NA,NA,4,NA,NA,2,NA,NA,NA,NA,Durham,NC,27703,1,Y,-78825000,35950000
436,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,4,2,60,5,2,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27705,2,Y,-78935000,36038000
437,4,5,2,2,3,4,5,2,2,2,2,2,NA,2,3,4,4,NA,3,3,3,4,4,5,4,2,7,5,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27703,1,Y,-78785000,35933000
438,3,3,3,2,3,2,3,3,2,1,2,4,3,NA,2,4,4,3,4,3,2,3,4,4,3,2,59,4,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27707,4,Y,-78928000,35963000
439,4,4,4,4,4,4,4,4,2,NA,2,3,4,3,4,4,4,4,4,4,4,4,4,4,4,2,37,3,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27707,3,Y,-78931000,35953000
440,3,4,2,3,3,3,4,NA,1,2,2,2,1,2,5,4,5,4,4,5,5,5,5,5,3,1,26,3,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27704,2,Y,-78897000,36068000
441,4,4,3,4,4,4,4,4,1,1,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,2,35,3,1,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27703,1,Y,-78860000,35975000
442,4,4,5,4,5,5,5,4,2,1,2,4,3,NA,4,5,5,5,4,5,3,4,4,4,5,2,38,3,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27705,2,Y,-78944000,36049000
443,4,3,4,1,4,3,4,3,2,1,2,3,3,2,1,5,4,4,4,4,3,4,4,NA,NA,2,42,5,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27705,3,Y,-78964000,35978000
444,5,5,5,5,5,5,5,5,2,1,2,5,2,NA,2,5,5,5,5,5,4,5,5,5,5,2,23,4,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27705,2,Y,-78932000,36016000
445,NA,4,4,4,4,4,4,3,2,1,2,NA,NA,NA,NA,NA,4,4,4,4,3,4,4,NA,4,2,52,4,2,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Bahama,NC,27503,NA,N,-78883000,36162000
446,4,4,4,3,4,4,4,3,1,NA,1,3,3,3,3,3,5,4,5,5,5,4,5,5,4,2,20,2,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Rougemont,NC,27572,NA,N,-78878000,36219000
447,2,3,4,4,4,4,4,3,2,1,2,NA,NA,NA,4,5,4,3,3,NA,NA,4,4,3,4,2,6,5,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27703,1,Y,-78786000,35928000
448,2,2,2,2,2,2,1,1,1,2,1,2,1,NA,3,1,4,5,2,2,1,2,4,4,3,2,8,1,1,2,NA,NA,3,4,NA,NA,2,English,NA,NA,3,Durham,NC,27707,3,Y,-78975000,35959000
449,4,4,4,5,2,3,2,4,2,1,1,4,NA,4,4,3,3,4,2,3,2,2,3,4,5,2,18,2,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27703,1,Y,-78827000,35993000
450,3,3,3,3,3,3,2,3,1,1,1,2,NA,NA,3,2,4,4,3,3,3,3,4,3,4,2,27,2,1,2,NA,NA,3,4,NA,NA,2,English,NA,NA,1,Durham,NC,27703,1,Y,-78812000,35999000
451,4,4,4,4,4,4,4,4,1,1,2,3,3,NA,5,5,4,4,4,4,3,NA,4,3,4,2,5,2,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27703,1,Y,-78823000,35986000
452,2,3,2,2,3,4,4,2,NA,1,2,2,2,3,4,4,4,4,3,3,3,NA,4,4,4,2,13,2,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27701,2,Y,-78895000,36007000
453,4,4,2,4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,NA,NA,NA,NA,Durham,NC,27703,1,Y,-78836000,36005000
454,3,3,3,2,3,2,4,2,2,2,1,2,3,2,2,4,4,4,2,4,4,4,4,4,4,2,36,2,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27703,1,Y,-78788000,35967000
455,5,5,NA,5,5,5,5,4,2,1,2,4,4,NA,2,5,5,5,5,NA,NA,5,5,5,5,2,10,3,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham,NC,27705,3,Y,-78994000,35973000
456,4,4,4,4,4,4,4,2,2,1,1,3,3,3,2,3,4,4,4,4,2,4,4,4,4,2,34,5,2,2,NA,2,NA,NA,NA,NA,1,Spanish,NA,NA,2,Durham,NC,27705,3,Y,-78990000,35981000
457,4,4,4,4,4,4,5,3,2,NA,2,4,4,3,4,4,5,NA,4,5,5,5,5,5,5,2,37,5,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27707,4,Y,-78910000,35968000
458,3,3,4,3,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,3,3,NA,1,2,50,5,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27712,2,Y,-78854000,36130000
459,4,NA,3,3,4,4,5,5,2,1,2,2,2,NA,2,5,5,NA,4,5,4,5,4,NA,4,2,36,4,1,1,NA,2,NA,NA,NA,NA,1,English,NA,NA,2,Durham,NC,27701,1,Y,NA,NA
460,4,4,5,NA,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,4,5,5,NA,5,2,64,4,2,1,1,NA,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27707,4,Y,-78891000,35967000
461,4,4,4,3,5,5,5,4,2,1,2,4,3,4,5,4,4,4,2,4,4,4,4,4,4,2,32,4,2,1,NA,2,NA,NA,NA,NA,1,English,NA,NA,4,Durham,NC,27707,3,Y,-78983000,35970000
462,2,2,2,3,1,NA,NA,NA,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,20,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham,NC,27705,2,Y,-78973000,36044000
463,4,4,4,4,4,5,5,4,2,1,2,3,3,3,3,5,5,5,4,5,4,5,5,3,5,2,46,4,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27705,3,Y,-78969000,36017000
464,4,4,4,1,4,4,4,2,1,2,2,3,2,NA,1,3,5,5,4,NA,NA,3,4,4,3,2,10,2,2,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27705,3,Y,-78973000,36026000
465,5,5,4,4,3,5,5,5,2,1,2,3,1,3,5,4,5,5,5,5,5,5,5,5,5,2,15,5,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27707,3,Y,-78932000,35951000
466,4,NA,5,1,4,2,5,3,2,1,2,4,NA,NA,1,5,5,5,5,5,5,5,5,5,5,2,7,4,2,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,3,Durham,NC,27713,4,Y,-78913000,35920000
467,3,3,4,2,3,3,4,2,2,1,2,2,2,2,3,3,4,3,3,2,2,3,3,3,3,2,60,4,2,1,NA,2,NA,NA,NA,NA,1,English,NA,NA,3,Durham,NC,27705,3,Y,-78979000,36031000
468,5,5,4,5,5,5,4,5,1,1,2,4,NA,NA,4,4,4,4,5,5,5,5,5,5,5,2,29,3,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27707,3,Y,-78949000,35960000
469,3,3,4,2,4,5,4,3,NA,1,2,NA,NA,NA,NA,5,5,5,4,4,2,4,4,NA,4,2,40,4,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,NA,Durham,NC,27705,2,Y,-78953000,36044000
470,3,3,3,2,2,3,4,3,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham,NC,27705,2,Y,-78970000,36039000
471,5,NA,3,3,3,4,5,4,2,1,2,4,NA,NA,4,4,5,5,4,NA,NA,NA,4,4,5,2,20,2,1,1,NA,NA,3,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27707,3,Y,-78912000,35985000
472,2,2,3,3,2,3,4,1,1,2,NA,2,2,3,1,2,2,2,3,1,1,1,2,1,1,2,10,2,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27707,3,Y,-78955000,35925000
473,4,NA,1,4,4,4,5,2,2,1,2,2,3,NA,4,5,5,5,4,3,2,4,3,5,4,2,5,2,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27705,2,Y,-78954000,36048000
474,3,NA,4,3,4,4,5,4,2,1,2,NA,NA,NA,4,5,5,5,4,4,2,NA,4,NA,NA,2,20,2,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27705,3,Y,-78984000,35979000
475,3,3,2,NA,1,4,4,2,2,1,2,NA,NA,NA,NA,4,4,4,3,4,2,4,4,NA,3,2,57,5,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27705,2,Y,-78921000,36041000
476,3,3,3,3,3,3,3,NA,2,1,1,2,NA,1,2,4,3,3,3,4,NA,4,4,NA,1,2,18,1,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27707,4,Y,-78898000,35961000
477,3,3,4,4,4,4,4,3,2,NA,2,2,3,4,4,4,4,4,5,4,4,4,4,5,5,2,10,4,2,2,NA,2,NA,NA,NA,NA,1,English,NA,NA,3,Durham,NC,27705,NA,N,-78979000,36011000
478,4,4,2,2,2,4,4,2,2,1,1,1,NA,NA,1,2,4,3,4,4,1,1,4,1,1,1,17,4,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27703,NA,N,-78754000,35930000
479,4,4,4,4,4,4,4,4,2,1,2,4,4,NA,NA,4,4,4,4,NA,NA,4,4,4,4,2,13,2,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27704,1,Y,-78811000,36017000
480,4,3,4,4,4,4,4,4,2,1,2,5,4,3,4,4,5,5,5,5,5,3,3,5,4,2,25,3,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27701,2,Y,-78906000,36009000
481,3,2,2,2,1,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,2,2,44,2,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,NA,Durham,NC,27703,1,Y,-78832000,36003000
482,3,3,1,1,1,3,4,1,1,1,2,4,4,4,3,5,4,4,4,3,3,2,2,3,2,2,44,2,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27704,1,Y,NA,NA
483,3,3,4,2,3,4,4,4,2,1,1,2,NA,3,2,2,4,NA,4,4,2,4,4,3,2,2,35,5,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27707,4,Y,-78899000,35956000
484,NA,4,3,3,2,2,4,2,2,NA,2,NA,NA,NA,3,3,3,NA,3,3,3,3,3,2,3,2,60,4,1,2,NA,NA,3,NA,NA,NA,2,English,NA,NA,2,Bahama,NC,27503,NA,N,-78872000,36168000
485,3,3,3,3,3,3,4,2,2,2,2,3,2,3,1,5,5,5,5,4,4,5,4,5,5,2,52,3,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27703,4,Y,-78880000,35946000
486,4,4,3,2,1,4,4,4,1,1,2,4,4,3,4,2,4,4,4,4,2,3,4,4,2,2,20,2,1,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27707,4,Y,-78885000,35959000
487,3,3,3,4,2,2,2,2,1,2,1,3,3,NA,2,2,3,3,3,3,3,3,3,3,3,2,40,4,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27707,4,Y,-78896000,35969000
488,4,4,4,4,4,4,4,3,2,1,2,1,2,1,3,3,4,4,4,4,4,4,4,4,4,2,20,3,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27712,2,Y,-78890000,36077000
489,4,4,4,4,4,4,4,4,2,1,2,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,2,50,3,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27712,NA,N,-78966000,36079000
490,3,3,4,1,1,2,3,1,2,1,2,NA,NA,NA,NA,NA,3,3,3,2,2,3,3,3,1,2,45,3,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27712,2,Y,-78945000,36086000
491,2,3,2,4,2,3,3,2,2,1,2,3,3,NA,4,4,4,4,2,NA,NA,NA,3,3,3,2,6,2,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27701,3,Y,-78914000,35994000
492,4,3,4,2,4,5,5,3,2,1,2,2,2,NA,3,4,5,5,4,NA,2,4,NA,NA,4,2,20,4,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27707,3,Y,-78914000,35986000
493,2,2,3,1,2,2,3,2,1,NA,1,NA,NA,NA,2,NA,2,2,1,2,3,1,1,1,2,2,79,5,2,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,1,Durham,NC,27701,1,Y,NA,NA
494,3,3,4,5,3,4,5,1,2,1,2,4,NA,NA,2,5,4,4,4,4,2,4,4,NA,3,2,60,5,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,NA,Durham,NC,27712,2,Y,NA,NA
495,2,2,2,2,3,2,1,1,2,1,2,2,2,NA,3,4,2,NA,NA,2,2,2,2,NA,NA,2,13,2,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27703,4,Y,-78859000,35946000
496,4,3,4,NA,4,4,4,3,2,1,1,3,3,NA,2,5,5,4,4,4,4,3,3,3,4,2,16,3,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,NA,Durham,NC,27705,3,Y,-78950000,35981000
497,3,4,4,4,4,5,5,4,2,1,2,3,3,NA,3,3,5,NA,NA,NA,NA,5,5,3,4,2,34,5,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27712,NA,N,-78923000,36113000
498,3,4,2,2,3,4,4,2,2,1,2,2,2,2,1,4,5,5,4,4,4,4,4,5,4,2,55,5,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27705,3,Y,-78964000,35991000
499,4,4,4,2,4,4,2,3,2,1,2,4,NA,NA,3,2,4,3,3,4,4,3,4,NA,4,2,4,2,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27701,2,Y,-78893000,36004000
500,4,4,4,2,4,4,4,2,1,2,1,2,3,3,2,4,4,4,4,4,4,4,4,4,4,2,2,1,1,2,NA,2,NA,NA,NA,NA,1,English,NA,NA,4,Durham,NC,27713,4,Y,-78929000,35913000
501,NA,NA,4,4,5,5,5,4,2,1,2,4,4,NA,3,4,4,4,4,4,4,NA,4,4,4,2,7,1,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27713,3,Y,-78929000,35934000
502,4,4,4,4,4,4,4,4,2,1,2,4,3,3,4,4,5,NA,4,4,4,4,4,NA,5,2,14,1,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27705,2,Y,-78917000,36018000
503,4,3,4,4,4,5,4,3,2,2,2,1,1,1,1,4,4,4,4,4,3,4,4,3,4,2,10,3,2,1,1,NA,NA,NA,NA,NA,1,English,NA,NA,3,Durham,NC,27713,4,Y,-78888000,35941000
504,4,2,3,3,3,3,3,3,2,1,2,NA,NA,NA,3,1,4,4,3,NA,4,3,4,4,3,1,15,2,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27703,NA,N,-78800000,35970000
505,4,4,4,3,3,4,4,4,2,1,2,3,3,3,4,4,4,4,4,4,4,4,3,3,3,2,6,4,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27712,2,Y,-78863000,36130000
506,3,4,3,2,4,4,4,2,2,2,1,2,NA,NA,3,3,4,4,4,4,3,4,4,3,3,2,80,5,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27704,NA,N,-78816000,36021000
507,4,4,5,1,4,5,5,4,2,2,1,4,4,4,3,5,5,5,5,5,5,5,4,4,4,1,8,1,3,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27701,2,Y,-78896000,36007000
508,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5,5,NA,5,5,5,5,5,5,5,5,5,5,5,2,38,5,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27713,4,Y,-78918000,35917000
509,NA,4,2,3,3,3,4,2,2,1,2,5,3,3,3,5,5,3,3,5,5,5,4,3,5,2,NA,5,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27703,NA,N,-78807000,35992000
510,2,2,3,3,3,2,2,2,1,2,1,2,2,NA,NA,4,4,4,4,3,3,4,4,4,3,2,21,1,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27704,2,Y,-78883000,36029000
511,1,2,1,1,1,1,2,1,2,1,2,5,5,5,1,5,1,1,1,1,1,1,1,1,1,2,35,3,1,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27712,NA,N,-78934000,36135000
512,4,3,4,2,2,2,2,2,2,2,1,NA,NA,NA,2,3,4,2,3,2,2,2,3,3,2,2,51,4,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,1,Durham,NC,27703,1,Y,-78869000,35984000
513,3,3,2,3,4,4,5,3,2,1,2,3,NA,NA,4,5,4,NA,4,NA,NA,5,4,NA,4,2,6,4,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,NA,Durham,NC,27713,3,Y,-78946000,35881000
514,3,4,4,4,2,3,4,4,1,1,1,3,3,3,4,4,5,4,4,4,2,3,4,4,4,2,20,2,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,1,Durham,NC,27712,NA,N,-78964000,36084000
515,5,5,5,5,5,5,5,5,2,1,2,5,5,3,2,5,5,5,5,5,3,5,5,5,5,2,7,1,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,3,Durham,NC,27713,4,Y,-78922000,35924000
516,3,3,4,3,2,3,4,3,2,1,2,3,NA,3,3,2,3,3,3,3,3,4,4,NA,3,2,1,5,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27712,NA,N,-78898000,36094000
517,4,3,4,3,3,4,5,1,2,1,2,3,NA,3,3,3,5,3,3,4,4,5,4,3,3,1,5,5,2,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27704,1,Y,-78817000,36014000
518,3,3,1,1,1,3,3,1,1,2,1,3,NA,NA,1,3,4,4,4,3,3,4,4,NA,1,2,40,3,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,NA,Durham,NC,27703,1,Y,-78845000,35984000
519,4,4,4,4,2,4,4,1,2,1,2,2,2,4,2,4,2,4,2,3,2,3,2,4,2,2,29,2,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27712,NA,N,-78890000,36088000
520,3,3,3,3,3,3,3,3,1,2,1,1,3,1,3,4,4,4,4,4,4,2,5,5,4,2,43,2,1,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27705,2,Y,-78931000,36037000
521,4,4,4,4,5,5,5,5,1,1,2,4,4,4,4,5,5,5,4,4,3,3,5,4,5,2,3,1,1,1,NA,2,NA,NA,NA,NA,1,English,NA,NA,2,Durham,NC,27713,3,Y,-78936000,35924000
522,4,4,4,4,4,4,4,3,2,1,2,2,3,NA,4,5,4,4,4,4,4,4,4,4,4,2,13,NA,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27713,NA,N,-78957000,35893000
523,4,4,4,4,4,4,4,4,1,2,1,NA,NA,NA,4,NA,5,5,5,5,5,5,5,5,5,2,50,3,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,1,Rougemont,NC,27572,NA,N,-78826000,36234000
524,NA,NA,4,4,4,5,5,3,2,1,2,4,3,NA,3,4,5,5,5,NA,NA,NA,4,4,4,1,15,1,2,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,4,Durham,NC,27712,NA,N,-78960000,36086000
525,4,4,4,4,4,4,4,3,1,1,1,NA,NA,NA,2,4,4,NA,4,4,4,4,4,4,4,2,25,5,1,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27707,4,Y,-78906000,35975000
526,4,4,3,NA,3,3,3,3,NA,NA,NA,4,NA,NA,4,3,3,3,3,3,4,NA,NA,4,NA,2,13,1,2,2,NA,NA,NA,NA,NA,NA,1,Spanish,NA,NA,1,Durham,NC,27704,2,Y,-78869000,36035000
527,3,3,2,2,3,3,2,2,2,NA,1,2,4,NA,4,3,4,4,4,3,3,3,4,4,5,1,38,3,1,2,1,NA,NA,NA,NA,NA,2,English,NA,NA,1,Durham,NC,27704,2,Y,-78881000,36032000
528,4,4,4,4,4,5,5,4,2,1,2,5,NA,3,4,5,5,5,5,NA,NA,NA,4,NA,4,2,5,1,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,3,Durham,NC,27713,4,Y,-78914000,35940000
529,5,NA,4,4,4,5,5,4,2,1,2,3,4,NA,4,2,5,NA,5,4,3,5,4,4,5,2,15,4,1,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27707,3,Y,-78980000,35971000
530,2,2,1,NA,1,1,4,1,NA,NA,1,3,4,4,1,4,1,1,1,1,1,1,1,1,1,2,3,3,2,1,NA,2,3,NA,NA,NA,2,English,NA,NA,NA,Durham,NC,27713,4,Y,-78917000,35919000
531,4,3,4,4,2,4,5,3,2,1,2,3,3,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20,3,2,1,NA,NA,NA,4,NA,NA,2,English,NA,NA,4,Durham,NC,27713,4,Y,-78918000,35886000
532,3,NA,3,3,2,2,4,3,1,NA,2,NA,NA,NA,3,5,5,NA,4,NA,3,5,4,NA,4,2,18,5,2,2,NA,NA,NA,4,5,Hispanic,1,English,NA,NA,2,Durham,NC,27703,4,Y,-78820000,35931000
533,4,4,3,3,4,4,4,4,2,1,2,2,3,NA,4,5,4,4,4,4,4,4,4,4,4,2,53,4,1,2,NA,NA,NA,4,NA,NA,2,English,NA,NA,2,Durham,NC,27713,4,Y,-78928000,35895000
534,4,4,2,3,2,NA,4,2,1,1,2,2,NA,NA,3,2,5,4,3,2,NA,1,2,NA,3,2,0,3,2,2,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27707,NA,N,-78994000,35940000
535,3,3,4,3,3,3,3,2,1,1,2,3,3,2,2,3,4,5,3,3,2,3,4,3,3,2,30,3,1,1,NA,2,NA,NA,NA,NA,2,English,NA,NA,2,Durham,NC,27707,3,Y,-78962000,35955000
